food_code,food_name,meal_type,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
BFP393,Rasmalai,veg,bfp_manual,574.94,135.55,29.17,1.61,2.11,28.71,0.07,1157.25,609.52,123.09,0.09,62.31,51.38,5.86,16.46,69.18,0.15,0.05,0.62,0.00,0.01,0.01,0.22,0.19,0.27,0.05,0.00,0.10,0.00,3.56,0.02,0.06,0.05,0.18,0.03,0.89,3.56,0.85,87.72,piece,1825.07,430.28,92.60,5.12,6.69,91.13,0.23,3673.52,1934.83,390.75,0.30,197.78,163.09,18.59,52.24,219.59,0.49,0.16,1.97,0.01,0.04,0.02,0.70,0.60,0.86,0.15,0.00,0.33,0.00,11.29,0.07,0.19,0.16,0.59,0.08,2.83,11.29,2.69,278.44
BFP439,Khaman (dhokla),veg,bfp_manual,228.09,54.73,5.36,1.92,2.80,1.36,1.49,548.83,502.39,1432.69,0.00,5.31,29.78,11.46,124.10,92.49,0.58,0.08,4.35,0.00,0.16,0.02,0.32,0.00,0.98,0.24,0.00,1.62,0.00,16.29,0.03,0.02,0.18,0.14,0.02,0.11,16.29,2.19,152.88,dhokla,270.64,64.93,6.35,2.28,3.32,1.62,1.77,651.19,596.09,1699.91,0.00,6.30,35.33,13.60,147.25,109.75,0.69,0.09,5.16,0.00,0.19,0.02,0.39,0.00,1.17,0.29,0.00,1.92,0.00,19.33,0.04,0.02,0.22,0.17,0.03,0.13,19.33,2.60,181.39
BFP440,Instant dhokla,veg,bfp_manual,869.35,207.11,24.11,7.66,9.37,6.86,3.57,2116.50,1785.79,4618.67,2.59,66.58,105.74,25.80,763.98,187.95,1.05,0.12,2.21,0.00,0.56,0.05,0.70,6.59,3.71,0.76,0.00,6.41,0.00,53.84,0.15,0.12,0.63,0.48,0.16,2.74,53.84,6.37,216.47,dhokla,369.35,87.99,10.24,3.26,3.98,2.92,1.52,899.20,758.69,1962.24,1.10,28.29,44.92,10.96,324.57,79.85,0.45,0.05,0.94,0.00,0.24,0.02,0.30,2.80,1.58,0.32,0.00,2.72,0.00,22.87,0.06,0.05,0.27,0.20,0.07,1.16,22.87,2.70,91.97
BFP442,Tomato ginger chutney (Tamatar adarak ki chutney),veg,bfp_manual,187.09,44.66,9.11,1.05,0.32,6.31,2.14,54.17,62.11,135.67,0.00,23.63,25.64,20.73,209.42,227.56,1.08,0.09,0.20,0.01,0.29,0.09,0.17,0.00,0.20,11.30,0.00,20.84,0.00,13.96,0.06,0.03,0.56,0.17,0.09,0.96,13.96,22.20,4502.25,tablespoon,30.72,7.33,1.50,0.17,0.05,1.04,0.35,8.89,10.20,22.28,0.00,3.88,4.21,3.40,34.39,37.37,0.18,0.01,0.03,0.00,0.05,0.01,0.03,0.00,0.03,1.86,0.00,3.42,0.00,2.29,0.01,0.00,0.09,0.03,0.01,0.16,2.29,3.65,739.33
BFP443,Mint tomato chutney (Pudinay aur tamatar ki chutney),veg,bfp_manual,182.85,43.65,8.22,1.53,0.36,5.48,2.63,63.52,55.65,164.25,0.00,47.59,30.87,32.52,183.98,268.71,2.06,0.12,1.60,0.02,0.39,0.09,0.25,0.00,0.24,10.25,0.00,39.76,0.00,26.12,0.06,0.05,0.58,0.20,0.10,1.13,26.12,21.53,6377.23,tablespoon,34.60,8.26,1.56,0.29,0.07,1.04,0.50,12.02,10.53,31.08,0.00,9.00,5.84,6.15,34.81,50.84,0.39,0.02,0.30,0.00,0.07,0.02,0.05,0.00,0.04,1.94,0.00,7.52,0.00,4.94,0.01,0.01,0.11,0.04,0.02,0.21,4.94,4.07,1206.65
BFP444,Coriander chutney (Hare dhaniye ki chutney),veg,bfp_manual,179.55,42.86,8.16,1.38,0.37,5.50,2.47,77.13,55.10,160.03,0.00,39.80,30.80,27.59,186.64,269.63,1.63,0.11,0.23,0.01,0.38,0.09,0.24,0.00,0.24,10.27,0.00,54.29,0.00,18.85,0.07,0.03,0.58,0.23,0.10,1.38,18.85,22.42,5731.79,tablespoon,33.97,8.11,1.54,0.26,0.07,1.04,0.47,14.59,10.43,30.28,0.00,7.53,5.83,5.22,35.31,51.02,0.31,0.02,0.04,0.00,0.07,0.02,0.05,0.00,0.04,1.94,0.00,10.27,0.00,3.57,0.01,0.01,0.11,0.04,0.02,0.26,3.57,4.24,1084.53
BFP445,Gooseberry chutney (Amla chutney),veg,bfp_manual,179.98,43.02,8.83,1.44,0.62,0.06,4.58,76.93,46.43,326.68,0.00,46.40,34.89,22.58,215.09,269.12,1.22,0.11,0.63,0.01,0.33,0.06,0.22,0.00,0.38,0.91,0.00,45.03,0.00,13.91,0.05,0.04,0.40,0.33,0.11,0.71,13.91,30.18,2238.97,tablespoon,28.87,6.90,1.42,0.23,0.10,0.01,0.74,12.34,7.45,52.41,0.00,7.44,5.60,3.62,34.51,43.17,0.20,0.02,0.10,0.00,0.05,0.01,0.04,0.00,0.06,0.15,0.00,7.22,0.00,2.23,0.01,0.01,0.06,0.05,0.02,0.11,2.23,4.84,359.19
BFP446,Walnut chutney (Akhrot ki chutney),veg,bfp_manual,1550.66,370.43,8.91,9.44,33.46,4.40,3.04,3241.77,5954.92,22748.39,3.33,119.57,257.03,100.09,160.00,351.46,1.77,0.79,3.96,0.00,1.80,0.05,1.72,8.47,2.12,23.64,0.00,44.59,0.00,37.38,0.23,0.15,0.54,0.60,0.45,7.70,37.38,10.75,137.29,tablespoon,192.22,45.92,1.10,1.17,4.15,0.55,0.38,401.86,738.19,2819.95,0.41,14.82,31.86,12.41,19.83,43.57,0.22,0.10,0.49,0.00,0.22,0.01,0.21,1.05,0.26,2.93,0.00,5.53,0.00,4.63,0.03,0.02,0.07,0.07,0.06,0.95,4.63,1.33,17.02
BFP455,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),veg,bfp_manual,633.31,150.68,20.51,4.03,6.31,1.79,2.10,3394.00,1422.96,271.27,13.52,76.75,54.61,22.08,222.22,168.24,1.15,0.09,3.57,0.00,0.30,0.02,0.43,60.83,0.21,3.22,0.00,21.79,0.00,21.92,0.10,0.05,0.81,0.13,0.07,1.01,21.92,9.04,2694.37,sandwich,498.73,118.66,16.15,3.17,4.97,1.41,1.66,2672.77,1120.58,213.62,10.65,60.44,43.00,17.39,174.99,132.49,0.91,0.07,2.81,0.00,0.23,0.02,0.34,47.90,0.17,2.54,0.00,17.16,0.00,17.26,0.08,0.04,0.64,0.10,0.05,0.80,17.26,7.12,2121.81
BFP456,Tomato sandwich (grilled),veg,bfp_manual,796.46,189.92,21.29,6.26,9.39,2.58,1.91,5289.42,2266.63,366.32,24.95,150.90,147.21,19.26,420.60,156.87,0.88,0.08,3.56,0.00,0.27,0.03,0.70,97.59,0.32,4.78,0.00,14.87,0.00,21.95,0.11,0.07,0.85,0.16,0.07,1.36,21.95,11.61,2421.93,sandwich,611.29,145.77,16.34,4.80,7.20,1.98,1.47,4059.63,1739.64,281.15,19.15,115.81,112.98,14.78,322.81,120.40,0.68,0.06,2.73,0.00,0.21,0.02,0.54,74.90,0.24,3.67,0.00,11.41,0.00,16.85,0.09,0.06,0.65,0.12,0.05,1.04,16.85,8.91,1858.83
BFP458,Peanut butter cucumber sandwich,veg,bfp_manual,1022.44,243.33,29.76,9.04,10.56,2.91,3.35,2330.54,3606.49,3066.41,0.00,95.35,119.55,50.40,460.09,249.54,1.32,0.21,4.39,0.00,0.60,0.00,0.97,0.00,0.95,0.34,0.00,2.23,0.00,29.91,0.16,0.06,3.23,0.40,0.16,17.78,29.91,1.66,46.43,sandwich,564.90,134.44,16.44,5.00,5.83,1.61,1.85,1287.63,1992.59,1694.19,0.00,52.68,66.05,27.85,254.20,137.87,0.73,0.12,2.43,0.00,0.33,0.00,0.54,0.00,0.53,0.19,0.00,1.23,0.00,16.53,0.09,0.03,1.78,0.22,0.09,9.82,16.53,0.92,25.65
BFP544,Paneer patties,veg,bfp_manual,1403.85,338.58,22.79,7.60,23.96,4.04,1.18,13274.50,6249.09,2328.54,45.19,129.90,116.71,18.29,158.44,93.01,0.79,0.09,5.81,0.03,0.28,0.02,0.96,169.37,2.09,2.75,0.00,3.32,0.00,31.04,0.05,0.05,0.32,0.35,0.05,5.71,31.04,3.28,942.96,patty,1413.82,340.99,22.96,7.65,24.13,4.07,1.18,13368.75,6293.46,2345.07,45.51,130.83,117.54,18.42,159.57,93.67,0.79,0.09,5.85,0.03,0.28,0.02,0.96,170.57,2.10,2.77,0.00,3.35,0.00,31.26,0.05,0.05,0.32,0.35,0.05,5.75,31.26,3.30,949.66
BFP545,Vegetable patties,veg,bfp_manual,1084.76,261.92,20.98,4.01,17.74,1.49,2.62,9655.98,4517.93,1975.69,39.33,18.96,47.42,20.62,139.52,180.62,0.87,0.11,0.42,0.00,0.32,0.03,0.47,147.41,1.87,4.73,0.00,12.31,0.00,19.74,0.09,0.03,0.58,0.38,0.09,1.37,19.74,12.03,1829.45,patty,1255.17,303.07,24.27,4.64,20.53,1.73,3.04,11172.93,5227.69,2286.07,45.51,21.94,54.87,23.86,161.44,208.99,1.00,0.12,0.49,0.00,0.37,0.04,0.55,170.57,2.17,5.47,0.00,14.24,0.00,22.85,0.11,0.03,0.67,0.43,0.10,1.59,22.85,13.92,2116.86
BFP546,Pearl millet infant food (Bajra shishu aahaar),veg,bfp_manual,1516.50,362.44,62.10,11.98,6.62,26.06,7.84,1148.87,2155.52,2419.38,0.00,118.52,278.41,143.55,12.67,602.95,5.67,0.55,23.70,0.01,1.03,0.45,2.28,0.00,0.43,6.30,0.00,8.23,0.00,48.28,0.23,0.12,1.48,0.68,0.40,0.81,48.28,0.00,253.54,,758.25,181.22,31.05,5.99,3.31,13.03,3.92,574.43,1077.76,1209.69,0.00,59.26,139.20,71.78,6.33,301.48,2.83,0.28,11.85,0.01,0.51,0.22,1.14,0.00,0.22,3.15,0.00,4.11,0.00,24.14,0.11,0.06,0.74,0.34,0.20,0.41,24.14,0.00,126.77
BFP548,Cereal mix,veg,bfp_manual,505.48,120.81,21.84,3.32,2.02,10.68,2.03,384.22,798.99,658.77,0.00,21.40,61.53,32.77,9.29,179.18,1.18,0.13,3.33,0.00,0.35,0.08,0.53,0.00,0.21,0.55,0.00,1.81,0.00,19.18,0.07,0.02,0.84,0.24,0.14,0.33,19.18,0.50,821.46,,631.85,151.01,27.30,4.15,2.52,13.35,2.54,480.28,998.73,823.47,0.00,26.75,76.91,40.96,11.61,223.98,1.47,0.16,4.16,0.00,0.44,0.11,0.66,0.00,0.27,0.69,0.00,2.26,0.00,23.98,0.09,0.03,1.05,0.30,0.17,0.42,23.98,0.62,1026.83
BFP549,Pulse mix,veg,bfp_manual,348.50,83.29,16.00,3.16,0.54,6.59,2.25,58.09,81.30,252.23,0.00,14.93,61.34,28.72,3.88,151.35,1.29,0.13,9.04,0.00,0.43,0.04,0.61,0.00,0.04,1.21,0.00,0.32,0.00,18.17,0.07,0.03,0.36,0.24,0.09,0.19,18.17,0.00,119.34,,464.67,111.06,21.33,4.21,0.73,8.78,3.00,77.46,108.40,336.31,0.00,19.90,81.79,38.29,5.17,201.80,1.72,0.17,12.06,0.00,0.58,0.05,0.82,0.00,0.05,1.61,0.00,0.42,0.00,24.23,0.09,0.04,0.49,0.31,0.12,0.26,24.23,0.00,159.12
BFP550,Shishu ahar,veg,bfp_manual,391.70,93.37,17.42,2.61,1.43,6.61,1.02,243.98,514.53,436.56,0.00,13.78,41.56,23.11,2.68,82.43,1.02,0.07,0.29,0.00,0.27,0.04,0.33,0.00,0.24,0.21,0.00,0.61,0.00,13.00,0.05,0.02,0.57,0.14,0.09,0.63,13.00,0.00,10.10,,522.27,124.49,23.22,3.48,1.91,8.82,1.36,325.30,686.04,582.08,0.00,18.38,55.42,30.81,3.57,109.90,1.36,0.09,0.38,0.01,0.36,0.05,0.44,0.00,0.32,0.28,0.00,0.81,0.00,17.34,0.07,0.02,0.76,0.19,0.12,0.84,17.34,0.00,13.47
BFP552,Cereal pulse mix with amylase rice flour,veg,bfp_manual,637.02,151.57,27.80,4.27,2.74,8.84,3.47,331.61,516.24,1635.37,0.00,12.61,91.45,34.43,1.03,96.86,1.19,0.14,12.81,0.00,0.83,0.02,0.80,0.00,1.23,3.16,0.00,1.18,0.00,22.01,0.13,0.05,0.71,0.30,0.09,0.84,22.01,0.00,69.33,,541.47,128.84,23.63,3.63,2.33,7.51,2.95,281.87,438.80,1390.07,0.00,10.72,77.73,29.27,0.87,82.33,1.01,0.12,10.89,0.00,0.71,0.01,0.68,0.00,1.04,2.69,0.00,1.00,0.00,18.71,0.11,0.04,0.60,0.26,0.08,0.71,18.71,0.00,58.93
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),veg,bfp_manual,1603.90,383.33,65.04,10.80,8.33,26.54,4.51,1734.27,3712.15,2466.53,0.00,50.46,198.16,100.09,12.33,465.80,2.76,0.41,6.17,0.01,0.95,0.32,1.45,0.00,0.93,1.77,0.00,1.93,0.00,35.60,0.23,0.06,3.46,0.66,0.37,0.69,35.60,0.00,102.77,,534.63,127.78,21.68,3.60,2.78,8.85,1.50,578.09,1237.38,822.18,0.00,16.82,66.05,33.36,4.11,155.27,0.92,0.14,2.06,0.00,0.32,0.11,0.48,0.00,0.31,0.59,0.00,0.64,0.00,11.87,0.08,0.02,1.15,0.22,0.12,0.23,11.87,0.00,34.26
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),veg,bfp_manual,490.75,117.29,23.19,3.26,1.06,13.84,1.44,573.02,254.58,91.76,0.00,44.74,63.19,30.44,9.64,188.00,1.22,0.11,3.79,0.00,0.36,0.09,0.47,0.00,0.08,0.99,0.00,0.53,0.00,10.74,0.06,0.03,0.22,0.26,0.14,0.56,10.74,0.40,101.32,,981.50,234.58,46.38,6.52,2.12,27.68,2.88,1146.04,509.15,183.53,0.00,89.49,126.38,60.89,19.27,376.00,2.44,0.22,7.58,0.01,0.71,0.18,0.94,0.00,0.16,1.98,0.00,1.07,0.00,21.48,0.12,0.07,0.45,0.52,0.27,1.12,21.48,0.80,202.65
BFP556,Spinach khichri (Palak khichri/khichdi),veg,bfp_manual,426.44,102.18,17.35,3.43,1.91,0.21,1.56,257.35,361.35,1153.24,0.00,10.43,60.07,23.26,69.59,170.86,0.65,0.14,4.51,0.00,0.29,0.07,0.42,0.00,0.94,0.19,0.00,22.68,0.00,18.74,0.07,0.03,0.59,0.25,0.06,0.38,18.74,2.02,695.11,,640.72,153.52,26.07,5.15,2.87,0.31,2.34,386.67,542.93,1732.75,0.00,15.67,90.26,34.94,104.56,256.72,0.97,0.21,6.77,0.00,0.43,0.11,0.63,0.00,1.41,0.28,0.00,34.07,0.00,28.15,0.10,0.04,0.89,0.37,0.09,0.57,28.15,3.03,1044.40
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),veg,bfp_manual,219.82,52.54,8.36,2.71,0.94,0.92,1.28,491.51,216.03,55.68,0.00,26.28,41.45,10.67,62.79,94.87,0.52,0.06,3.11,0.00,0.06,0.05,0.20,0.00,0.05,0.12,0.00,0.49,0.00,6.65,0.03,0.03,0.12,0.16,0.02,0.39,6.65,0.35,71.60,,374.24,89.44,14.24,4.62,1.60,1.56,2.19,836.80,367.79,94.80,0.00,44.74,70.57,18.17,106.90,161.52,0.89,0.11,5.30,0.00,0.10,0.08,0.35,0.00,0.09,0.20,0.00,0.83,0.00,11.32,0.04,0.05,0.21,0.27,0.03,0.66,11.32,0.60,121.90
BFP577,Namkeen daliya,veg,bfp_manual,1230.10,295.11,49.32,8.29,7.99,0.82,8.57,871.42,1471.48,4544.53,0.00,35.98,6.13,4.34,149.63,51.52,2.99,0.02,0.02,0.00,0.04,0.01,0.06,0.00,3.55,2.57,0.00,6.10,0.00,5.39,0.01,0.01,0.15,0.06,0.03,0.42,5.39,5.86,1279.71,plate,1442.80,346.14,57.85,9.72,9.37,0.96,10.05,1022.10,1725.93,5330.35,0.00,42.21,7.19,5.09,175.51,60.43,3.51,0.02,0.03,0.00,0.05,0.01,0.07,0.00,4.16,3.02,0.00,7.15,0.00,6.32,0.01,0.01,0.18,0.07,0.03,0.49,6.32,6.88,1500.99
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),veg,bfp_manual,287.54,68.35,9.18,1.93,2.80,9.11,0.23,1682.09,752.44,102.71,1.30,69.36,56.22,6.62,16.64,85.24,0.15,0.03,0.77,0.00,0.03,0.00,0.21,4.01,0.17,0.44,0.00,0.56,0.00,13.64,0.02,0.08,0.08,0.24,0.04,1.33,13.64,4.99,275.40,tall glass,977.65,232.39,31.21,6.56,9.51,30.96,0.78,5719.10,2558.30,349.20,4.41,235.81,191.14,22.49,56.56,289.80,0.51,0.12,2.62,0.02,0.11,0.00,0.70,13.65,0.58,1.48,0.00,1.91,0.00,46.37,0.08,0.26,0.28,0.82,0.13,4.53,46.37,16.96,936.35
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),veg,bfp_manual,288.13,68.49,9.33,1.93,2.75,9.20,0.42,1668.10,740.34,92.80,1.30,68.78,56.51,6.54,16.65,85.12,0.12,0.03,0.56,0.00,0.16,0.00,0.20,4.01,0.19,0.02,0.00,0.28,0.00,6.13,0.03,0.07,0.07,0.24,0.04,1.27,6.13,5.39,118.02,tall glass,979.65,232.87,31.71,6.56,9.36,31.28,1.41,5671.54,2517.16,315.50,4.41,233.85,192.13,22.23,56.60,289.40,0.42,0.10,1.89,0.01,0.53,0.00,0.69,13.65,0.65,0.08,0.00,0.96,0.00,20.84,0.09,0.25,0.22,0.82,0.13,4.31,20.84,18.32,401.27
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),veg,bfp_manual,285.31,67.82,9.15,1.95,2.75,9.00,0.16,1666.45,738.94,92.78,1.30,69.80,56.43,6.35,16.65,87.59,0.19,0.03,0.57,0.00,0.01,0.00,0.20,4.01,0.14,0.04,0.00,0.29,0.00,6.28,0.03,0.07,0.08,0.25,0.03,1.48,6.28,6.13,187.28,tall glass,970.05,230.57,31.11,6.63,9.35,30.60,0.55,5665.94,2512.40,315.45,4.41,237.31,191.87,21.57,56.62,297.80,0.63,0.09,1.94,0.01,0.03,0.00,0.67,13.65,0.49,0.14,0.00,1.00,0.00,21.34,0.10,0.25,0.29,0.85,0.09,5.05,21.34,20.86,636.75
OSR001,Woodapple juice (Bel ka sharbat),veg,open_source_recipes,144.50,34.18,6.51,0.63,0.70,5.75,1.03,170.91,113.37,278.01,0.00,11.85,16.69,5.23,127.45,71.86,0.12,0.04,0.48,0.00,0.06,0.00,0.07,0.00,0.02,5.48,0.00,1.62,0.00,1.61,0.01,0.00,0.11,0.05,0.04,0.32,1.61,5.23,34.66,glass,507.68,120.07,22.87,2.21,2.46,20.21,3.62,600.47,398.30,976.73,0.00,41.63,58.63,18.38,447.77,252.46,0.44,0.16,1.68,0.00,0.23,0.00,0.24,0.00,0.06,19.25,0.00,5.68,0.00,5.65,0.03,0.01,0.39,0.17,0.12,1.13,5.65,18.36,121.76
OSR002,Sattu drink,veg,open_source_recipes,98.99,23.38,5.16,0.56,0.14,3.96,0.40,12.29,22.96,64.89,0.00,1.59,8.56,3.17,12.65,25.27,0.17,0.03,1.34,0.00,0.04,0.00,0.10,0.00,0.00,0.05,0.00,0.04,0.00,4.77,0.01,0.00,0.05,0.04,0.00,0.02,4.77,0.00,26.68,glass,528.78,124.87,27.54,3.02,0.74,21.14,2.12,65.66,122.64,346.64,0.00,8.48,45.70,16.92,67.55,134.98,0.89,0.14,7.14,0.00,0.24,0.02,0.53,0.00,0.03,0.25,0.00,0.21,0.00,25.48,0.05,0.02,0.26,0.22,0.03,0.11,25.48,0.00,142.52
OSR005,Thandai,veg,open_source_recipes,424.55,101.18,9.13,3.59,5.89,8.21,0.80,2265.01,1979.56,732.16,0.00,112.31,98.38,25.58,22.69,140.99,0.60,0.12,1.06,0.00,0.37,0.01,0.48,0.00,0.76,0.54,0.00,1.37,0.00,7.18,0.05,0.09,0.23,0.28,0.04,1.58,7.18,1.44,152.88,glass,1076.12,256.45,23.15,9.10,14.92,20.80,2.02,5741.15,5017.62,1855.82,0.00,284.68,249.36,64.84,57.51,357.38,1.53,0.30,2.69,0.01,0.95,0.04,1.22,0.00,1.92,1.37,0.00,3.48,0.00,18.19,0.12,0.22,0.57,0.70,0.10,4.02,18.19,3.66,387.52
OSR006,Cucumber sharbat (Kheere ka sharbat),veg,open_source_recipes,115.77,27.28,6.64,0.26,0.06,5.46,0.78,23.42,3.86,24.79,0.00,6.49,10.39,7.54,2.57,67.04,0.18,0.02,0.06,0.00,0.03,0.00,0.07,0.00,0.01,0.46,0.00,2.99,0.00,6.15,0.01,0.00,0.13,0.16,0.02,1.03,6.15,2.23,62.41,glass,475.80,112.14,27.27,1.07,0.24,22.45,3.21,96.25,15.85,101.89,0.00,26.68,42.72,30.99,10.55,275.55,0.73,0.09,0.25,0.01,0.12,0.00,0.28,0.00,0.03,1.89,0.00,12.30,0.00,25.26,0.03,0.01,0.52,0.68,0.09,4.23,25.26,9.16,256.50
OSR024,Sweetened yogurt (Shrikhand),veg,open_source_recipes,453.48,107.18,16.02,5.27,2.89,15.81,0.08,1759.85,789.10,133.58,9.95,183.02,156.60,18.36,73.61,261.06,0.17,0.01,1.87,0.00,0.08,0.00,0.66,25.33,0.16,0.09,0.00,0.08,0.00,16.56,0.06,0.25,0.19,0.46,0.09,2.41,16.56,0.92,22.70,bowl,1381.46,326.50,48.79,16.07,8.81,48.18,0.24,5361.16,2403.89,406.92,30.32,557.54,477.07,55.94,224.23,795.30,0.50,0.03,5.71,0.00,0.23,0.01,2.01,77.18,0.50,0.26,0.00,0.23,0.00,50.44,0.18,0.75,0.57,1.39,0.29,7.36,50.44,2.79,69.14
OSR025,Thickened sweetened milk (Rabri),veg,open_source_recipes,431.75,102.79,10.55,3.52,5.35,10.09,0.19,2657.93,1843.55,374.33,0.00,111.87,101.92,15.00,23.92,125.85,0.29,0.08,1.15,0.00,0.07,0.01,0.42,0.00,0.55,0.10,0.00,0.18,0.00,7.40,0.04,0.10,0.11,0.34,0.05,1.94,7.40,1.86,187.62,bowl,951.08,226.44,23.23,7.74,11.78,22.23,0.43,5855.08,4061.11,824.60,0.00,246.43,224.51,33.03,52.69,277.24,0.64,0.17,2.54,0.01,0.16,0.03,0.93,0.00,1.20,0.21,0.00,0.39,0.00,16.31,0.09,0.23,0.25,0.75,0.10,4.28,16.31,4.09,413.30
OSR026,Gram flour halwa (Besan halwa),veg,open_source_recipes,1156.72,276.79,25.78,5.88,17.30,15.83,1.82,9598.22,4781.18,1277.19,33.12,77.42,98.95,20.44,15.40,128.25,0.67,0.12,1.56,0.00,0.34,0.01,0.55,124.14,1.40,0.22,0.00,1.48,0.00,34.75,0.10,0.09,0.38,0.42,0.10,2.48,34.75,1.12,372.89,piece,1718.25,411.15,38.29,8.73,25.69,23.52,2.70,14257.64,7102.18,1897.20,49.20,115.01,146.98,30.37,22.87,190.52,1.00,0.18,2.31,0.00,0.51,0.02,0.82,184.40,2.08,0.32,0.00,2.19,0.00,51.61,0.15,0.13,0.56,0.62,0.15,3.68,51.61,1.66,553.91
OSR065,Chicken manchurian,non-veg,open_source_recipes,592.26,142.34,6.06,9.53,11.96,0.90,0.41,1218.86,1867.15,4472.80,37.88,26.52,96.13,16.57,2414.77,179.84,1.28,0.11,7.51,0.00,0.11,0.00,0.53,13.09,3.54,0.26,0.44,1.01,8.64,10.34,0.04,0.04,2.42,0.46,0.18,2.33,10.34,2.33,67.01,plate,2633.85,632.99,26.96,42.40,53.18,3.98,1.83,5420.39,8303.38,19891.01,168.44,117.93,427.50,73.69,10738.73,799.77,5.70,0.49,33.40,0.00,0.48,0.02,2.36,58.20,15.75,1.17,1.94,4.47,38.40,45.99,0.19,0.17,10.77,2.03,0.80,10.36,45.99,10.37,297.98
OSR066,Handi chicken,non-veg,open_source_recipes,694.87,166.02,1.49,12.32,12.46,0.75,0.67,1400.08,4941.92,1790.94,33.71,26.85,111.00,18.15,75.64,214.67,0.93,0.17,10.23,0.00,0.23,0.01,0.54,5.11,0.18,0.29,0.74,1.74,14.99,8.82,0.06,0.05,4.42,0.67,0.30,2.53,8.82,0.64,124.12,plate,1611.22,384.96,3.47,28.57,28.90,1.75,1.56,3246.45,11459.07,4152.75,78.18,62.25,257.37,42.08,175.40,497.76,2.16,0.40,23.73,0.00,0.54,0.03,1.25,11.85,0.43,0.68,1.73,4.04,34.75,20.46,0.14,0.12,10.26,1.56,0.71,5.86,20.46,1.47,287.80
OSR067,Lemon chicken,non-veg,open_source_recipes,709.57,169.79,0.55,20.20,9.66,0.16,0.16,1589.38,1248.12,404.48,60.15,17.40,165.74,19.91,79.93,282.83,0.95,0.25,17.16,0.00,0.04,0.00,0.74,21.47,0.30,0.05,1.27,0.40,25.66,10.89,0.10,0.06,7.45,1.07,0.49,3.89,10.89,3.12,20.44,plate,2033.46,486.57,1.58,57.88,27.67,0.46,0.46,4554.75,3576.80,1159.13,172.38,49.87,474.98,57.05,229.07,810.52,2.73,0.73,49.18,0.00,0.11,0.01,2.12,61.52,0.87,0.14,3.65,1.15,73.53,31.21,0.27,0.17,21.36,3.07,1.42,11.15,31.21,8.94,58.58
OSR068,Lemon butter fish,non-veg,open_source_recipes,666.72,160.25,0.75,16.38,10.26,0.23,0.36,5160.78,3187.70,1093.09,46.11,18.66,183.74,29.57,187.72,240.34,0.40,0.05,25.10,0.01,0.04,0.00,0.50,74.26,1.26,0.05,0.52,2.37,0.84,9.55,0.05,0.03,1.21,0.97,0.13,0.05,9.55,4.35,126.15,piece,1333.43,320.49,1.51,32.77,20.52,0.46,0.72,10321.56,6375.40,2186.17,92.22,37.32,367.49,59.13,375.45,480.67,0.80,0.10,50.19,0.02,0.08,0.01,0.99,148.52,2.52,0.09,1.04,4.75,1.68,19.10,0.10,0.07,2.43,1.93,0.25,0.10,19.10,8.70,252.30
